*	Out	VM1	VM2
0,000117531542431881	2,70115895074026	0,403997496154083	-1,55997132370378
0,00013330444400006	2,7037850770473	0,456136616522339	-1,50118496749554
0,000145614186585208	2,70397108728403	0,495136451981486	-1,45644962988074
0,000158820881146382	2,70391425964369	0,535366789783924	-1,40955288748521
0,000180084909224942	2,70388594123023	0,596783016290351	-1,3363468554522
0,000222530620120231	2,70389830817502	0,707894629757883	-1,19814574454574
0,00030742204191081	2,70392496282342	0,890309291727232	-0,9496004057708
0,000477204885491966	2,70395596428114	1,13376014501207	-0,540012872400334
0,000675409239293545	2,70397380028702	1,2743880837014	-0,170541781166627
0,00074591992434736	2,70397632685259	1,29450977984863	-0,0626113311748462
0,0008525954299754	2,70397777713438	1,3063884574889	0,0844740291620572
0,000977300664647407	2,70397695630379	1,30056691482422	0,237328334176776
0,00117419553617748	2,70397222274514	1,2644341442661	0,447725615096237
0,00137419553617746	2,70396482472059	1,20742419821994	0,632046490629076
0,00157419553617744	2,70395610319356	1,14002593398764	0,794116075856757
0,00177419553617741	2,70394689914663	1,06882384988931	0,939120054702494
0,00197419553617739	2,70393771542602	0,997753419979035	1,07054483944935
0,00217419553617737	2,7039288304327	0,928992988842264	1,19072104806717
0,00237419553617735	2,7039203847674	0,863639985872692	1,30124228321348
0,00257419553617733	2,70391243778218	0,802160822810022	1,40324673204301
0,0027741955361773	2,70390500198988	0,744669467785953	1,49759356995847
0,00297419553617728	2,70389805018651	0,691092030932178	1,58496893285529
0,00317419553617726	2,70389144850461	0,641260676994115	1,66594801165759
0,00337419553617724	2,70388454680544	0,594965637495098	1,74103097776595
0,00357419553617722	2,7038743091608	0,55198305674818	1,81066362921935
0,00377419553617719	2,70384793967068	0,512088811121518	1,87524879117349
0,00397419553617717	2,70375741618033	0,475062943913177	1,93515054829219
0,00417419553617715	2,70344162495838	0,440679972308529	1,99068319008804
0,00437419553617713	2,70243762165237	0,40869053257598	2,04209043377373
0,00457419553617711	2,69962012597105	0,378761852092858	2,08947321669432
0,00477419553617708	2,69273337445148	0,350389589927938	2,13267500404351
0,00497419553617706	2,67661309879695	0,322668087606935	2,17099119037862
0,00507464614842479	2,6591068051081	0,30843437771107	2,18783268922067
0,00514254155851401	2,63465300757261	0,298114602186573	2,19769033830976
0,00518262586843377	2,60498387515223	0,291304422278324	2,20245387763
0,005212940698609	2,56657433124485	0,285404814285098	2,20511816249908
0,00523652611512782	2,526533870834	0,280144896745182	2,20639242960996
0,0052636229558749	2,47122721924319	0,273160617026076	2,20675210321358
0,00528396610618964	2,42330213190463	0,267159867642599	2,20613531447515
0,00530923768299774	2,35522743909864	0,258663072867681	2,20414694359966
0,00535465164252202	2,20423949928561	0,23989527767303	2,19645724336055
0,00543421091396945	1,81470548481586	0,192085300203985	2,16535118496408
0,0054997956801317	1,30975017393574	0,132394098540687	2,11580912731328
0,00554262111676729	0,825148582570534	0,0792167816798526	2,06689274530663
0,005572262940442	0,384038821399461	0,0333615913970644	2,02258185468278
0,00560427869112334	-0,208915299933848	-0,0272884673082382	1,96193818896067
0,00563891377122361	-1,00258113533363	-0,109201038479627	1,877588022202
0,00567032266836542	-1,80226883193159	-0,199615396058864	1,78229562670748
0,00569686489601418	-2,5282182750445	-0,288546768618054	1,68691957464586
0,00570409351048562	-2,65242123503353	-0,314314932960778	1,65900719770365
0,00571038169812932	-2,67878514950589	-0,336746791161087	1,63456625679948
0,00571824254380426	-2,69302635444916	-0,364440370780972	1,60417015096476
0,00572436705750012	-2,69846665607184	-0,385659555393514	1,58069928517966
0,00573447323421938	-2,70236443911374	-0,419886931383516	1,54248230889553
0,00574741914278576	-2,7036955938351	-0,46226212776979	1,49451208255915
0,00575941713822115	-2,70382771629305	-0,500073312836275	1,45104499577403
0,00577431179553711	-2,7037941636908	-0,54510987613826	1,39838297119127
0,0057990085515619	-2,70377152542894	-0,615356422304937	1,31410360134193
0,00584675378290111	-2,70377172630739	-0,736775026395932	1,16112053022184
0,00594224424557954	-2,70377065543515	-0,931126599910498	0,88921519826308
0,00612923816443411	-2,70377016496809	-1,17273333829314	0,457756999499333
0,00627072409716234	-2,70376986349028	-1,26420598944114	0,200471300510157
0,00636119060713214	-2,70376970051551	-1,2920993237372	0,0603852233661462
0,00647095067281933	-2,7037695476715	-1,30437821165109	-0,0907532066718879
0,00660007071260083	-2,70376941488291	-1,29791588640538	-0,248258940425066
0,0068000707126008	-2,70376927525904	-1,26031877898958	-0,460374783145264
0,00700007071260078	-2,70376918908751	-1,20270657064482	-0,643216775542449
0,00720007071260076	-2,7037691362118	-1,13507287129637	-0,804110020626938
0,00740007071260074	-2,70376910328916	-1,0638806038756	-0,948162766725005
0,00760007071260072	-2,70376908206743	-0,992965767724113	-1,07879572050233
0,00780007071260069	-2,70376906760176	-0,924438509695969	-1,19829269963822
0,00800007071260067	-2,70376905702735	-0,859353648567029	-1,30821639970985
0,00820007071260065	-2,70376904843997	-0,798152620233443	-1,40968523944576
0,00840007071260063	-2,70376903824727	-0,740935557473269	-1,50354579238862
0,00860007071260061	-2,70376900594155	-0,68762139708941	-1,59047599228031
0,00880007071260058	-2,70376882474311	-0,638038955537323	-1,67104546115413
0,00900007071260056	-2,70376780111949	-0,591977232565135	-1,74575035987546
0,00920007071260054	-2,70376261779306	-0,549212250690046	-1,81503338445977
0,00940007071260052	-2,7037393088939	-0,509520247402828	-1,87929472301532
0,00960007071260049	-2,70364579221085	-0,472681575671084	-1,9388958130704
0,00980007071260047	-2,70330870104844	-0,438469856969572	-1,99414694299842
0,0100000707126005	-2,70223491853335	-0,406632639642453	-2,04528524642252
0,0102000707126004	-2,69924102784524	-0,376829252244195	-2,09239907791231
0,0104000707126004	-2,69197088817414	-0,348539637901556	-2,13530902807111
0,0106000707126004	-2,67482410374068	-0,320805627206484	-2,17324317370923
0,0107039281486516	-2,65451750075386	-0,30593588417732	-2,19027543533757
0,0107684415210368	-2,62644692209408	-0,295856411873542	-2,19921409926113
0,0107933608198856	-2,60651138757054	-0,291592328187352	-2,20212218058195
0,010819036406284	-2,57608625881271	-0,286741140668621	-2,20454668044696
0,0108415447570867	-2,54044920226374	-0,281936208482944	-2,20601305921425
0,0108620245242085	-2,50179401286545	-0,277004609191555	-2,20668972869977
0,0108810599696315	-2,46093119391922	-0,271868473936805	-2,20667241599666
0,0109033702372549	-2,40666400725038	-0,265081117579511	-2,20575364348658
0,0109368010786142	-2,31070427425621	-0,253118119361453	-2,20227318821315
0,0109919866112369	-2,10416661232771	-0,227519074081503	-2,18963321396556
0,0110874150832281	-1,52317289351167	-0,15719150328284	-2,13699935297521
0,0111345733618504	-1,07221543890203	-0,105792554994779	-2,09144895450959
0,0111711296538817	-0,591218304173016	-0,0547320319946131	-2,04313167180767
0,0111925013843733	-0,24496690368082	-0,0191136007881851	-2,00823793595821
0,0112242759975745	0,374383316945518	0,044185672272888	-1,94448027805258
0,011264195757245	1,33116535828294	0,145050572575752	-1,83976280150494
0,0113022396344845	2,33776535537527	0,264814809790006	-1,71215644343008
0,0113135288979016	2,62740708804623	0,304643630328582	-1,66915034449627
0,0113215316907365	2,67590053729622	0,333150490243308	-1,6381355865596
0,0113280908119957	2,69001534530074	0,356323016178521	-1,61274493115472
0,0113339910243255	2,69672446350104	0,376890838748558	-1,59005633986341
0,0113421352295459	2,70123627035077	0,404751118425999	-1,55907599824752
0,0113575734563953	2,70377085302904	0,455774710330369	-1,50154323415744
0,0113698350676292	2,70396566595259	0,494637479996866	-1,45697245379136
0,0113831005828169	2,70391365450043	0,535062723121598	-1,40985629897315
0,0114044014090648	2,70388639103091	0,596600402548628	-1,33651352449214
0,0114466142604958	2,70389836927436	0,707161835314193	-1,19903005355711
0,0115310399633576	2,70392477326354	0,888867858022993	-0,951642811119268
0,0116998913690813	2,70395572814941	1,13193556264893	-0,543600415171231
0,0118983236330666	2,70397371773829	1,27373649261373	-0,172916246678336
0,0119726769407654	2,70397639120492	1,2950262290112	-0,0590746853416455
0,0120781286330958	2,70397779141543	1,30650657286796	0,086069670781683
0,0122037588523642	2,70397693593235	1,30041720020361	0,239822814277793
0,0124011693449445	2,70397214774435	1,26385851679076	0,450361680950661
0,0126011693449445	2,70396472240455	1,20663475799452	0,63433532945859
0,0128011693449445	2,70395598784979	1,13913375201174	0,796141076409902
0,0130011693449444	2,70394677981557	1,06790083291535	0,940939865594669
0,0132011693449444	2,7039375976483	0,996842113752117	1,07219911786673
0,0134011693449444	2,70392871715434	0,928116586532106	1,19223658692815
0,0136011693449444	2,70392027745201	0,862809833450234	1,30263767414213
0,0138011693449444	2,70391233704072	0,801381384363608	1,40453548362509
0,0140011693449443	2,70390490774315	0,743941388636471	1,4987860559782
0,0142011693449443	2,70389796187025	0,690413942163489	1,58607356190987
0,0144011693449443	2,70389136242706	0,640630222002421	1,66697191295686
0,0146011693449443	2,70388444599295	0,594380038128456	1,7419803986104
0,0148011693449442	2,70387411619804	0,551439412439862	1,81154416200218
0,0150011693449442	2,70384734314662	0,511584237269622	1,87606549020184
0,0152011693449442	2,70375530164266	0,47459458481851	1,93590794066038
0,0154011693449442	2,70343445076816	0,440244775487607	1,99138501471324
0,0156011693449442	2,70241584183849	0,408284817711215	2,04273912880302
0,0158011693449441	2,69956261134904	0,378380355943014	2,09006872527235
0,0160011693449441	2,69259949702217	0,350023957676783	2,1332127771321
0,0162011693449441	2,67628079864473	0,322300044685914	2,1714539069597
0,0163026577134411	2,65817003887037	0,307889267110281	2,1883931421213
0,0163699433557194	2,63292541623934	0,297603209102385	2,19806772645651
0,0163989092551634	2,61269303206491	0,292770823270296	2,20161404355561
0,0164290621633707	2,5790112346846	0,287158600301301	2,20456955322962
0,0164521434604539	2,54299772593393	0,282265817310791	2,20611589871048
0,0164747657582358	2,50031997021859	0,276818085196929	2,20686452583978
0,0164942771091768	2,45813102295616	0,271516998396717	2,20680491273772
0,0165161133052494	2,40467180376712	0,264831585523903	2,20585699568405
0,016549553484569	2,30821263893587	0,252807528983619	2,20230902399822
0,0166059247959597	2,09533930541806	0,226429974617281	2,18912981511977
0,0167020444080235	1,50033455933148	0,154504887895369	2,13483649842121
0,0167477442464445	1,05683995270158	0,104107676905237	2,09001015404978
0,0167839872097784	0,575641893505711	0,053116395186732	2,0416823950793
0,0168071796291909	0,194210398104959	0,0139155246856068	2,00318759924659
0,016836225270233	-0,37730230339218	-0,0444858911510111	1,94428812797193
0,0168760182614005	-1,3307915521287	-0,145011271904119	1,8399279422128
0,0169139946609503	-2,33520452545231	-0,264514007430151	1,71260747192885
0,0169252800705972	-2,62611043477127	-0,304324063552852	1,66962493914379
0,0169332927457654	-2,67559267882057	-0,332868757628686	1,63857171085028
0,0169398265671519	-2,68978950700054	-0,35595705361982	1,61327598121079
0,0169457209308306	-2,69655775532372	-0,376510636253511	1,59060594138987
0,0169537931897	-2,70108846046388	-0,404136797755663	1,5598912847601
0,0169694337388332	-2,70368148969283	-0,45584219540145	1,50159574846958
0,016981716273356	-2,70386686611814	-0,49476809369339	1,45695108216965
0,0169949277204212	-2,70380659650835	-0,535027104100074	1,41002795344014
0,0170161674352299	-2,7037705468659	-0,5963966568141	1,33688981501526
0,0170584295898233	-2,70377093224796	-0,707105312164106	1,19923332297971
0,01714295389901	-2,70377074280738	-0,889012510304158	0,951565988307818
0,0173120025173833	-2,70377027787911	-1,13223345747023	0,543147222022733
0,0175103990270097	-2,70376982544871	-1,27384113752146	0,172665390741621
0,0175844293135681	-2,70376969548234	-1,29501018107833	0,0593411047624506
0,0176899708251655	-2,70376954913826	-1,30649794832097	-0,0859243359246997
0,0178155131430072	-2,70376941930325	-1,30041222848564	-0,239568211178053
0,0180128714362013	-2,70376927971436	-1,26387368358466	-0,450062177582712
0,0182128714362013	-2,70376919196238	-1,20666066077124	-0,634049207421477
0,0184128714362013	-2,70376913806736	-1,13916719520284	-0,795866509332518
0,0186128714362013	-2,70376910452258	-1,06793930684979	-0,940675458259233
0,0188128714362013	-2,70376908290519	-0,996883903012032	-1,07194396015477
0,0190128714362012	-2,70376906821724	-0,928160569281261	-1,19199011259637
0,0192128714362012	-2,70376905751114	-0,862855269719352	-1,30239951882935
0,0194128714362012	-2,70376904888803	-0,801427764023578	-1,40430538610871
0,0196128714362012	-2,70376903900651	-0,743988337384041	-1,49856379967368
0,0198128714362011	-2,70376900939471	-0,690461168062038	-1,58585894401815
0,0200128714362011	-2,70376884502172	-0,640677486599208	-1,66676473010632
 
